comments,rating,helpful,label
The best game ever. Hours of fun.,5,0,Good
Si me gusto y esta entretenido para adulto,5,0,Good
Excelente producto. En las mejores condiciones y además un gran juego.,5,0,Good
Gran juego,5,0,Good
Very good! The first package is missing and I get another. That is great!,5,0,Good
Fun game 👍🏼,5,0,Good
Great Price and Great Game,5,0,Good
it takes too much to load<br>GTA is meeting the expectation as usual,5,0,Good
Perfect,5,0,Good
"very fun game, recommend 10/10",5,0,Good
Good product,5,0,Good
As described! New &amp; fast shipping.,5,0,Good
Good game and came very quickly,5,One,Good
the item was received as described and quick,5,0,Good
Game was acting up when I start playing it,1,0,Bad
Muy buen producto llego bien y sin rayones en el disco,5,0,Good
Great condition and works perfectly!,5,0,Good
AMAZING !,5,0,Good
PERFECT!!!,5,0,Good
My grandson requested this for his Christmas gift.  He was overjoyed at receiving it.,5,One,Good
I killed Michael at the end. He was annoying and deserved it.,5,0,Good
Excelente,5,0,Good
Requires alot of internet. Before i could even play i had to download a 8gb update.. I was mad,3,0,Normal
"Envio rapido, aun que la caja del juego llego con una pequeña parte de la caratula rota.<br>El juego mejorado sustancialmente a comparacion del de PS3.<br>Altamente recomendable",5,0,Good
The game is fun and I see myself playing this game for a long time.,5,One,Good
"Excelente juego, en tiendas como Liverpool o varias está en $1,400 incluso en ML no bajaba de $1,000 este es un gran juego en español al mejor precio del Mercado",5,0,Good
Excelente título Rockstar games jamás decepciona,5,0,Good
the great GTA game ever i like all the element in the is game,5,0,Good
海外の友達とプレイするために北米版を購入しましたが北米版の方が楽しいですw日本版に比べるとPK連中が少ないのでのんびりできます。,5,22,Good
Awesome always happy with amazon,5,0,Good
Awesome game with great graphics.... the story is awesome and has a lot of options....!!,5,0,Good
amazing game that I played in my life ，it's give me a fantastic experience.,5,0,Good
Great game,4,0,Good
Came here fast shipping and was the right price loved the game though ;),5,0,Good
Great game. Lots of fun to play.,5,0,Good
Fun game would definitely recommend.,5,0,Good
I bought the game for my nephew and he loved it,5,0,Good
"Es muy bueno porque lleva la muchos años y sigue siendo tan popular, yo lo compre por jugar en online es muy bueno",5,0,Good
Pufff 10 de 10 que más se puede decir...,5,0,Good
very good..,4,0,Good
Earned major brownie points with my husband when I bought him this game!,5,0,Good
Good,5,0,Good
Excelent A++++++++,5,0,Good
"Buen juego, muy recomendado y llegó antes de lo esperado.",5,0,Good
arrived ok,5,0,Good
Works perfectly!,5,One,Good
My daughter loves it.,5,0,Good
Excellent,5,0,Good
No problems,4,0,Good
"It got to me on time and works, what more can I ask for?",5,0,Good
"Good game, love it on PS4!  First person mode is a great new plus.",5,0,Good
Very fun game and has a great story!,5,0,Good
I bought GTA5 for my son. He says it's better than playing GTA5 on PS3.,5,0,Good
Uno de mis juegos favoritos y a un muy buen precio.,5,0,Good
Great game and came on time.,5,0,Good
Everything is perfect! Love the story love the graphics. Cant waint for GTA 6,5,0,Good
Game came in great condition and works well.,5,0,Good
Buen tiempo de entrega y sin detalles ..,5,0,Good
My son loves his game,5,0,Good
Very good,4,0,Good
I am so glad I bought this game. Way better than the last gen version.,5,0,Good
"me llego muy bien el juego, hasta sellado la caja, lo compre como hace 3 años",5,0,Good
Very good,5,0,Good
Shipping and price was good and quick came exactly as was listed,5,0,Good
とても良いです<br>とても良いです<br>とても良いです<br>とても良いです<br>とても良いです,5,7,Good
Disco en buen estado. Satisfecho con la compra,5,0,Good
Excelent,5,0,Good
great game,5,0,Good
When this game first launched it was amazing... now it's run by spoiled children that fly around on bikes armed with homing missiles screaming the N word.,1,23,Bad
excellent,5,0,Good
"Se demoró más de lo previsto en llegar, pero el producto llego en excelente estado, el disco venía en su lugar no como otros donde se sale el disco.<br>El juego todos lo conocen que es excelente.",5,0,Good
"Awesome graphics.  Awesome game, insane loading times in certain transitions while playing GTA Online.",5,0,Good
Meh,5,0,Good
"Great arrive on time, my kids really enjoy playing this game.",5,0,Good
looks and plays great.. the 1st person view really adds to the immersion of GTA,5,0,Good
Love It!,5,0,Good
Still fun after a year+,5,0,Good
Super fast shipping!! The item was brand new so what else can I say...,5,0,Good
"Excelente decisión, nada que decir sobre este juegazo.",5,0,Good
Very good game with endless activities to do or destruction whatever floats the boats.,5,0,Good
"Great game, good price",5,0,Good
Good game,4,0,Good
goood,5,0,Good
"No creo que haga falta decir algo sobre el producto, es GTA V, llegó rapido el paquete, en excelentes condiciones.",5,0,Good
Awesome!! Grandson loves it!! :),5,0,Good
Great!,5,0,Good
"Product as described, arrived on time.",5,One,Good
me gusto mucho el producto llego a la fecha acordada todo muy bien recomiendo mucho el disco y ademas esta economico,5,0,Good
"Excelente juego, excelente precio, envío a tiempo...",5,0,Good
Good game,4,0,Good
It came in perfectly fine for a used copy! Thanks!,5,0,Good
fun,5,0,Good
As described,5,0,Good
You must be n00b if you read Games Reviews on Amazon.,5,One,Good
"El mejor precio que he visto en Mexico, y ya todos saben que es un buen juego. Obviamente prefiero San Andreas, pero tiene lo suyo, y tiene online.",5,0,Good
Love this game. Hours of fun.,5,0,Good
excellent,5,One,Good
Love this game,5,One,Good
My daughter loves this game,5,One,Good
very good play 4 game,4,0,Good
Good reflect of society.,5,2,Good
Got this baby for ps3 and i had to get it for ps4!,5,0,Good
Very nice,5,0,Good
Cool game and fast shipping!,5,0,Good
Nice Graphics for true fans!,5,One,Good
Best game ever,5,0,Good
Awsome,5,0,Good
So much fun :),5,0,Good
Everything just fine!! Highly recommended!,5,0,Good
Got here on time. satisfied,5,0,Good
Awesome remake just buy it,5,0,Good
So worth the money,5,0,Good
"Great game, great times playing!",5,One,Good
I love gta I grew up playing it since kindergarten best game ever created,5,0,Good
My husband loves this game,5,0,Good
I m follow this game since gta 3. Gta5 is masterpeace,5,0,Good
My son loved it.,5,0,Good
The best grand theft auto game I ever played.  It's a masterpiece.,5,0,Good
This game is so amazing and the new features/graphics make it even better,5,0,Good
good game and very good graphics,5,One,Good
none,5,0,Good
"Game came undamaged, and was in good playing order. The game itself is awesome!",5,One,Good
Llego antes de lo programado.<br>Ademas muy buen juego,5,0,Good
Fast delivery  product was exactly  like it was in it description,5,0,Good
One of the best games ever made.,5,0,Good
Works great,5,0,Good
works great,5,0,Good
THANK YOU SO MUCH IT CAME SEALED THE GAME WAS PERFECT THANK YOU:),5,0,Good
great,5,One,Good
"Envío: llego en menos de 4 días, producto importado<br>Juego: Perfecto, te da un par de días para jugar online, sin necesidad de ingresar un código.<br>Y el mapa que trae incluido esta muy padre.",5,0,Good
娘が買いました。<br>このゲームはほんとハマりますね<br>ほんと楽しいです,5,One,Good
PS3北米版プレイ済みです。グラフィックが格段に上がっており、街散策だけでも楽しめます。<br>た,5,5,Good
Best PS4 Game made,5,One,Good
Wonderful price ever! Gotta try !,5,0,Good
The best game out there,5,0,Good
"Amazing game, worth every penny and let me warn you - extremely addicting lol",5,One,Good
Great Fun With Friends,5,0,Good
Great Game and graphics.,5,0,Good
Buen juego y lo conseguí a buen precio,5,0,Good
"De los mejores juegos de ps4, lo compré en ps3 y también en ps4, no puede faltar en la colección de rockstar.",5,0,Good
My son loves this game!,5,0,Good
Great game came in perfect condition,5,0,Good
Thanks to the quality and good handling,5,0,Good
Great game. Was a great price for new. Shipped fast.,5,0,Good
The best game ever!,5,0,Good
"El juego llegó bien, sin problemas. Tardó tres días en llegar, supongo que por la distancia. El gameplay excelente un buen juego para pasar largos ratos sin aburrirse",5,0,Good
My son loved it!,5,0,Good
came on time and started playing it as soon as it came.,5,0,Good
日本版ではなく北米版なので商品に偽りはありませんのでオススメです('∀`),5,0,Good
Awesome game i have it for ps3 and ps4.  Better graphics on ps4,5,0,Good
Good play,5,0,Good
My grandson loves this game!,5,2,Good
Perfect,5,0,Good
"Excelente, es un juego indispensable que casi todos conocen, todos los GTA's han sido espectaculares, y este no es la excepción.<br>Esta versión es la definitiva, tiene muchas mejoras a su versión de PS3/360.",5,0,Good
It was my first time playing and it was fun really good graphics,5,0,Good
Thumbs up from my family.,5,0,Good
Got a great deal at $30 and the game is great!,5,0,Good
Love this game!,5,0,Good
A must have ;-),5,0,Good
"Great game, no problems receiving it or getting it delivered.",5,0,Good
"En perfectas condiciones, sin raspaduras o golpes en la caja, ya lo estaba esperando, del juego aun se esta descargando la actualización pero de lo demás sin problemas y menor al tiempo programado! gracias",5,0,Good
Best game ever,5,0,Good
"was a gift, he said it works, no issues",5,0,Good
great game,5,0,Good
Purchased for my nephew as a gift with his PS4.,5,0,Good
Great game! And reasonable.,5,0,Good
It works,5,0,Good
Llego antes de lo indicado excelente servicio recomendado al 100 %,5,One,Good
This game is 100% awesome I love first person view,5,0,Good
good game,5,0,Good
Great,5,0,Good
Enjoying this game,5,0,Good
英語が普通にできる人、もしくは既にクリアしている人が、買うべきです。<br>ストリップなどで乳首が見えるなどの特典はありますが、英語が得意でない方は基本的に何言ってるかわからないのでYouTubeなどの実況で内容を確認しながら進める事になりそうです。,5,7,Good
This game is the best game by rockstar ever can't stop playing it,5,0,Good
My boyfriend loved it! Came in early with plastic covering.,5,0,Good
Excellent i wish i had more money to buy more,5,0,Good
In wrapping brand new.....  For less,5,0,Good
excellent product!!!!!,5,0,Good
El juego llegó en perfectas condiciones y a tiempo,5,0,Good
"Buen juego, en especial por el precio de $300",5,0,Good
First game that I ever bought twice.I didn't regret it for a second.,5,One,Good
It's an okay game just not my style at all. I'd say red dead is still better than this game,2,0,Bad
amazing game thank you,5,0,Good
"Encontré el juego a un excelente precio.<br>El paquete llego antes de la fecha estimada y el juego en muy buenas condiciones, sellado.<br>Probablemente el mejor juego que ha salido en mucho tiempo!<br>Actualizaciones constantes. Siempre hay algo que hacer.",5,2,Good
iChat can I say it gta haha,5,0,Good
Can't go wrong with it,5,0,Good
Great game,5,One,Good
sigue siendo un excelente juego,5,0,Good
"Gift to a grandson loves it, also his brother",5,0,Good
"El paquete llego sin problemas y en buen estado, el juego pues está de más decir que está muy entretenido, el mapa esta grandísimo y hay muchas cosas que hacer, la verdad no te aburres para nada, lo recomiendo.",5,0,Good
Works great no issues fast shipping,5,0,Good
"If you loved Grand Theft Auto in the past, you'll love this.",5,0,Good
good game,4,0,Good
Love this item!!!!,5,0,Good
Very fun game,4,0,Good
Just wish they would come up w a more pg game  because I believe it is a great learning tool,3,0,Normal
Amazing Game,5,One,Good
I love this game and the seller got it to me ASAP!,5,0,Good
Good,5,0,Good
"Good, but not super.",4,0,Good
Great price.,5,0,Good
Great game. lvl 112 baby and still going at it!!!,5,0,Good
Enjoy it,5,0,Good
excellent,5,0,Good
Lots of fun but not for long time gets boring to me,3,2,Normal
thank you bery much!,5,0,Good
Nephew loved the game.,4,0,Good
Everything perfect.,5,0,Good
Great.,5,0,Good
"Delivered in a timely manner, will definitely shop again.",5,0,Good
Works great love it,5,One,Good
"It was a gift for my grandson, when he tried to play it, it wouldn't download and he said it was scratched. Not good.",1,0,Bad
Best game ever!! Funny and entertaining. I love the personalities and humor.,5,0,Good
A must-have game.,5,0,Good
Excelente videojuego y a un excelente precio,5,0,Good
Articulo en buen estado.,5,0,Good
Great game play. Looks outstanding. So much to do as usual. Great buy.,5,0,Good
excelente juego a muy buen precio.,5,0,Good
"Fast delivery, amazing pirce, and worked perfect.",5,0,Good
All good. Tks,5,0,Good
Thanks,4,0,Good
"Came on time, game works, and I got a great deal on it.",5,0,Good
Super fun game and one of the best driving games out there.,5,0,Good
It's a great MATURE game for a great system.,5,0,Good
Great buy,5,0,Good
Gta v is sweet,4,0,Good
Only game I like on PS4. Great game!,5,0,Good
Murder Death Kill.  Kick Ass Game of Year!  Oh yea!,5,0,Good
best game ever,5,0,Good
"Awesome graphics, like the improvements from the last one.",5,0,Good
Prompt shipment and product works great!,5,0,Good
Quick and good,5,0,Good
El mejor juego de ps4,5,0,Good
Brand new copy!,5,0,Good
"Es un buen juego, no me gusta que no está hablado en español y creo que es demasiada violencia. Muchas gracias",4,0,Good
Great buy shipping rite on time will buy again.,5,0,Good
Was a gift for my son and he loves it! Entertaining and strategic.,5,0,Good
Great game.,5,0,Good
Turbo great,5,0,Good
peeeeerfect!,5,0,Good
Tardo solo una semana en llegar pero el juego es realmente excelente solo le falto el doblaje al español para los flojos que no quieren leer subtitulos,5,0,Good
"Everything went as expected, fast, secure and the product was in perfect conditions.",5,0,Good
What teenager doesn't like this as a gift?,5,0,Good
Was a gift,5,0,Good
Awesome game. Money well spent,5,0,Good
What is there to say?  Great game and received promptly.,5,0,Good
Awesome!,5,0,Good
Para los amantes de los juegos de mundo abierto y de la franquicia de GTA. Este juego es una excelente adquisición.,5,0,Good
Un excelente juego llegó en el tiempo establecido,5,0,Good
"What can I say..? Awesome graphics, awesome game.. PS4 rocks..",5,0,Good
"GTAV, probably the best GTA game ever.",5,0,Good
love it !,5,0,Good
O yea rockstar are the best this game is awesome....thanks<br>Gracias<br>Ps4 :D,5,One,Good
El mejor juego,5,0,Good
Good 👏🏽👏🏽,5,0,Good
Great! It's the best game for the PS4,5,0,Good
As described,5,0,Good
LOVE THE GAME,5,0,Good
I LOVE THIS GAME SO MUCH!!! It keeps getting better and better.,5,0,Good
Got a great price for the PS4 only paid $30 great game,5,0,Good
If your a GTA fan then buy this game,5,0,Good
Great service A+,5,0,Good
So good,4,0,Good
Fase and good,5,0,Good
love it,5,0,Good
This game needs no introduction....simply the BEST GAME!!!,5,0,Good
Exactly as expected,5,0,Good
"IMO best game of the past couple years, amazing!!!!",5,0,Good
Fun game fun with friends it's easy to make gta online money and they update still,3,0,Normal
Great game!!!,5,0,Good
This game is awesome (for the mature and age appropriate gamer).,5,One,Good
My nephew enjoyed this gift and was very satisfied.,5,0,Good
This is an adult game you can truly have fun with!,5,One,Good
Great product!!,5,0,Good
as expected a very good item,5,0,Good
Love this game,5,0,Good
Contiene un mapa fisico del juego,5,0,Good
Todo muy bien gracias,5,0,Good
BRAND NEW!!!,5,0,Good
Excelente servicio de parte de amazon en cuanto a estado del producto y respecto al juego es un titulo excepcional que no puede faltar en tu coleccion.,5,One,Good
Amazing Thanks Amazon,5,0,Good
Very nice!!,5,0,Good
"Very awesome game &amp; rockstar wasn't joking about graphics, so much better!",5,0,Good
This item was very popular last Christmas season. I purchased it early.,5,0,Good
Excelent product,5,0,Good
Tal como lo esperaba,5,0,Good
Can't go wrong buying a brand new game online. No issues!,5,0,Good
Gran juego y llego muy rapido,5,0,Good
"Este es un excelente juego, ya le dedique un par de horas y me encantó. El envio fue muy rapido apesar de ser importación. Todo excelente, muy feliz con mi compra.",5,0,Good
good,5,0,Good
Love it,5,0,Good
good game,4,0,Good
Great stuff,5,0,Good
Excelente juego a gran precio. Muy recomendable.,5,0,Good
"No case, it was mailed to me in a paper envelope. I men, I understand it's not a new product, but the product details didn't warn it would not include the disc case...",2,0,Bad
Amazing game,5,0,Good
Everything was fine,5,0,Good
Bien cuidado,5,0,Good
Exelente producto,5,0,Good
best gta ever,5,0,Good
One of the best games ever of course!,5,0,Good
Best available price,5,0,Good
works fine even got map with it too,5,0,Good
Excelente calidad y super precio de oferta.,5,0,Good
Delivered fast game is awesome and addicting thanks,5,0,Good
Works great,5,0,Good
Loved this on PS3 decided to get it on PS4 too..,5,0,Good
Very good game and came in brand new condition like claimed,5,0,Good
So much fun!!!!! I love just driving around in the car...,5,0,Good
It has better graphics on the ps4 then ps3.,5,0,Good
Fun game. shipping was fast. No damage to packaging. Arrived as expected.,5,0,Good
great game,5,0,Good
Excellent recommend!!!,5,0,Good
"Escellente Game, bought it because I moved from the PS3",5,0,Good
Great product!!,5,0,Good
Great Product,5,0,Good
Good,4,0,Good
excelente producto,5,0,Good
Love it!!,5,0,Good
Love it,5,0,Good
Very Good.,5,0,Good
Like it&nbsp;,5,0,Good
Great product that arrived on time and as advertised. No complaints.,5,0,Good
Gift for teen,4,0,Good
Made it here super fsst!! My son was very happy Christmas day.,5,0,Good
excelente,5,0,Good
liked,5,0,Good
"Well written game, plus the graphics are amazing.",5,0,Good
son love it!,5,0,Good
とにかくFPSモードが最高。<br>銃撃戦ではカバーアクションすると目線は横になって撃つときだけ前が見える。当たり前だがこれが地味に新鮮でリアルで良い。<br>FPSでの車やバイクの運転も最高。なぜか信号待ちが苦にならない。<br>タクシーに乗って後部座席から窓の外をボンヤリ眺めていると 完全にただの観光。<br>これはps3版やった人こそオススメです。,5,47,Good
This is a masterpiece. It worth every dollar spent.,5,0,Good
GOOD,5,0,Good
as expected,4,0,Good
Llego antes y en muy buenas condiciones,5,0,Good
Great game,5,0,Good
Great game,5,0,Good
"Nice game, I play it every day",5,0,Good
Great game just buy it lol,5,0,Good
Good,4,0,Good
Exactly what i expected. Great price.,5,0,Good
Good,5,0,Good
love it .. Recommending the online gaming to everyone I know!!,5,0,Good
Very fun game,5,0,Good
OK,5,0,Good
The updated graphics coupled with FP mode makes this a MUST HAVE!,5,0,Good
One of the best games ever made,5,0,Good
Game came new and is fun.  Love the multiplayer.,5,0,Good
Beast mode,5,0,Good
good game,4,0,Good
Buen juego a buen precio,5,0,Good
Simplemente rockstar,5,0,Good
Awesome game! Glad I ordered via amazon as a gift!!,5,One,Good
Llego sellado e impecable.,5,0,Good
"just had to have it, superb",5,0,Good
Love it,5,0,Good
"Lo pedí un sábado 19, tardaron en enviarlo hasta el día 23, me llegó el 28 de dic. Al edo. De morelos Llegó en excelentes condiciones y para ser enviado desde eu y aparte gratis no me puedo quejar, excelente servicio x amazon y dhl",5,0,Good
They love it.they play this a lot. They were very happy.,5,0,Good
"Funciona al 100%, llegó en perfecto estado...",5,0,Good
THANKS,5,0,Good
"Excelente juego, trae el mapa completo.",5,0,Good
"Great game, great graphics, great fun!",5,2,Good
Very good,5,0,Good
"Great game, excellent graphic, all of this games is perfect.",5,0,Good
"The best seller I've ever seen ,I hagilhy recommend .",5,0,Good
"Not that expensive,works perfectly and the game is awesome.",5,0,Good
love gta 5 ❤️❤️❤️❤️❤️,5,0,Good
amazing,5,0,Good
Love this game still,5,0,Good
"Item was as described, and arrived when they said it would.",5,0,Good
This game is literally perfect! Do not hesitate! BUY THIS GAME!!!!,5,0,Good
As Expected.,5,0,Good
Recomendo,5,0,Good
"Llegó en tiempo, excelente juego.",5,0,Good
Awesome game,5,0,Good
best of best,5,2,Good
"Excelente título que no dejan estancado, y sigue recibiendo actualizaciones con nuevas misiones y nuevas cosas, tanto para la campaña como en online.",5,0,Good
Best GTA so far!,5,0,Good
love it,5,0,Good
Love it,5,0,Good
Great buy,5,0,Good
Excelente producto,5,0,Good
"worked just fine, enjoying it so far.",5,0,Good
Much improved over the PS3 version! Great game overall!,5,0,Good
esta bien riko el juego alvrg ojala y todos lo tuvieran pero como hay gente probre en este mundo :V,5,0,Good
Great game and brand new no issues,5,One,Good
el mejor juego para play4!!,5,0,Good
さすが欧米版 規制なく 超楽しかったです 次世代の画面も綺麗です。,5,13,Good
SO much fun this game is a MUST,5,0,Good
Great buy,5,One,Good
Era lo que queria,5,0,Good
Shipped real quick and awesome game :),5,One,Good
Love it,5,0,Good
VERY fast shipping. Item is as described. Thank you!,5,0,Good
Game was in perfect condition and worked great.,5,One,Good
Great!,4,0,Good
Perfect,5,0,Good
"Extremely fast shipping, product is awesome, exactly as described. Highly Recommended.",5,0,Good
great game,5,0,Good
"Very nice packing and on time delivery..<br>Grand Theft Auto V sets new bars the controls feel great, the visuals are lush, and a brilliant graphical interface empowers players",5,0,Good
Great game,5,0,Good
Amazing Game with a great story,5,0,Good
great game,5,0,Good
"Excelente juego, a muy buen precio",5,0,Good
Everything was ok,5,One,Good
Ok thanks,5,0,Good
"Very fun game, especially online with friends",5,0,Good
It's good. There's first person. Worth it.,5,0,Good
love it,5,0,Good
Yes perfect,5,0,Good
Perfect,5,0,Good
Gran juego,5,0,Good
Great,5,0,Good
Good,4,0,Good
once again rockstar makes the best game ever,5,0,Good
A little different than the PS3 version...different in a better way.,5,One,Good
I liked it 👏🏽,5,0,Good
Very good,5,One,Good
"Awesome, interesting and hilarious game!!",5,0,Good
"With the online feature, this game can provide fun forever.",5,0,Good
Good game for a good price better then Walmart,5,0,Good
Is amazing a whole lot better than ps3,5,0,Good
Awesome,4,0,Good
Great It came  Quick  I love this product,5,0,Good
Nice game i like is the best,5,0,Good
Grandson lived it,5,0,Good
"Best product, good packed ..... ★★★★♥",5,9,Good
Played it on 360 and now on ps4 all over again,5,2,Good
Delivery was fast and the item was what I wanted,5,0,Good
"Very good article , I liked .",5,0,Good
"Got it fast , justnasndescribed. This is a a great game.",5,0,Good
"Excelente, llego mucho antes de lo esperado.",5,0,Good
Excelent,4,0,Good
Is awesome!!!,5,0,Good
"Excellent!it is a great game!thanks,give my best wishes to mazon!",5,0,Good
Good price and graphics,5,0,Good
日本版と北米版を２つ買いましたが両方とも面白いですよ。北米版はプレイヤーが外国語なんで言ってることが理解できませんが、なんとなくわかりますw日本版のように規制もないので面白いですよ。規制がないのは一部だけで後は日本版とかわりないです,5,17,Good
Thank you,5,0,Good
En tiempo y excelentes condiciones,5,0,Good
Game was working fine thank u so much ☺,5,0,Good
Great!,5,0,Good
nice,5,0,Good
"Llegó rápido a pesar de ser importación y lo bueno es que a pesar de estar en ingles, se puede cambiar el idioma a Español en la configuración, muy buen precio.",5,0,Good
Came in super fast the game is great,5,0,Good
Thank u,5,0,Good
Great game,5,One,Good
Best game ever according ton15 year old,5,0,Good
Perfect,5,0,Good
Excellente product!,5,0,Good
perfect,5,0,Good
Awesome!!!,5,0,Good
This game is great on the ps4 and it looks amazing.,5,0,Good
"Buen juego, buenas gráficas, buena historia.<br>Siempre hay algo que hacer si no quieres seguir la historia lineal.<br><br>Recomendado al 100%",5,0,Good
Gr8 to play with friends,5,0,Good
Llego en perfectas condiciones,5,0,Good
"good, I don't have any problem with this product.",5,0,Good
Greatest game of all time.,5,0,Good
An overall great game. Lacks in some areas but still great.,5,0,Good
Amazing,5,0,Good
Best PS4 game ever!,5,0,Good
Gta 5 works fine thanks for shipnig the gane on time,5,0,Good
i liked the game,5,0,Good
Gran juego a nuy buen precio.,5,0,Good
The game came new and works great,5,0,Good
Excelent,5,0,Good
Nothing much to say here. This game is just the game.,5,0,Good
Love this game . Even shipped fast!,5,0,Good
"Excellent video game, the shipment arrived perfect.",5,0,Good
My boyfriend loves this game. He plays for hours non-stop.,5,0,Good
good,5,0,Good
Has excellent plots. Like the fist person view. Just awesome!,5,0,Good
"nuevo, buena calidad y buen precio",5,0,Good
Excelente,5,0,Good
I got mine for just 39.99! Insane!! I love Amazon!!,5,0,Good
Excelent!!!,5,0,Good
The best game ever...,5,0,Good
I thought it would be better then the first one.,3,0,Normal
todo muy bien,5,0,Good
muchas gracias,5,0,Good
grandson loved it,5,0,Good
VERY GOOD,5,One,Good
Best game all time,5,0,Good
Ok.,5,0,Good
Great game. Graphics are far superior to the PS3 version.,5,0,Good
5 Stars. Now waiting game for Red Dead Redemption 2.,5,0,Good
good game for my step son,5,0,Good
Good,5,0,Good
Excellent,5,0,Good
Fantastic,5,0,Good
Great,5,0,Good
"Not a fan, it's hard to play and just not my thing... I expected to be able to make more decisions and have some fun but it's more like an old time game that forces you down a path...",2,0,Bad
I beat it but it was fun to play again.,5,0,Good
"Me llegó dentro del tiempo. Aunque es de EU el juego cargó con subtítulos en español. Eso más el precio, compra perfecta.",5,One,Good
GOOD,5,0,Good
Can't stop playing,5,0,Good
great game as you all know,5,0,Good
perfect,5,0,Good
What are you waiting for !!!! Order this game now.,5,0,Good
VERY GOOD!,5,0,Good
Brand new in the wrapping! Great game!,5,0,Good
Love this game.,5,One,Good
Amazing game!!!!!,5,0,Good
A,5,0,Good
nice,5,0,Good
"I play all sorts of games on all the different consoles, and I just don't like this one. The controls are awkward and, personally, I don't see the point in this game.",2,0,Bad
Good,5,0,Good
Good,5,0,Good
"Todo fue excelente llego dentro del tiempo establecido en perfectas condiciones y totalmente nuevo, muy satisfecho con mi compra y lo mejor de todo a un súper precio ;)",5,0,Good
Awesome!,5,0,Good
Great game at a great price!,5,0,Good
Amazing,5,0,Good
One of the best games ever,5,0,Good
xbox360から移行です。<br>どこまでパワーアップしてるのか？プレイするまでは正直不安でした。でもそんな不安も一瞬で吹っ飛びました！<br>旧世代機でプレイしてた方にこそオススメしたいです。,5,3,Good
Los gráficos,5,0,Good
Great,5,0,Good
Exelente llegó antes,5,0,Good
this is my favourite game of all time,5,0,Good
Every thing good but never received the smart guard,5,0,Good
great,5,One,Good
Its great and arrived on time as i expected,5,0,Good
Excelente juego,5,0,Good
gtaV,5,0,Good
Muy buen precio,5,0,Good
"Excelente juego, todo llegó perfectamente.",5,0,Good
excellent buy,5,One,Good
"best game i ever played.huge map,i love it",5,0,Good
Love this game!,5,0,Good
Good!!!!!,5,One,Good
Great game!,5,0,Good
Buen producto,5,0,Good
Exactly as expected,5,0,Good
Greatest game ever!!,5,0,Good
Thanks,5,One,Good
Works great we love the game it's super awesome.,5,0,Good
"It was perfect , and enjoyable play time",5,0,Good
excellent right on time and according to its description,5,0,Good
Good but bad...,5,0,Good
Excelente precio,5,0,Good
perfect,5,One,Good
As Expected Great Product.,5,0,Good
my son has had a good time playing this game.,5,0,Good
Buen juego,5,0,Good
Great!,5,0,Good
👍🏻😍,5,0,Good
Bought this for my boyfriend for Christmas he loves it,5,0,Good
Great,5,0,Good
great price showed up fast.,5,0,Good
"I like it ,, it is high quality",5,0,Good
Great game!,5,0,Good
GREAT GAME,5,One,Good
Grand Theft Auto V - PlayStation 4,5,0,Good
Received fast brand-new,5,0,Good
Who wouldnt give this game a 5 star,5,0,Good
Perfection in a disc.,5,0,Good
Soy fan de estos juegos desde el PS2 cuando hay estress  me conecto a jugar on line con este juego y se olvidan las tensiones.,5,0,Good
"Rápido llego, todo bien",5,0,Good
Buen juego y barato,5,0,Good
one of the best games of the last 5 years,5,0,Good
typical GTA game taken to next level,5,0,Good
Muy bien,5,0,Good
Loves this series and my hubby couldn't put it down,5,0,Good
Perfect,5,One,Good
Awesome game...its a must for any gamer out there..,5,0,Good
"Great product, fast shipping! Thanks very much!",5,0,Good
Great classic purchase along with excellent delivery.,5,0,Good
"Its GTA, whats not to like lol",5,0,Good
Amazing game .<br>Outstanding Shipping service.,5,0,Good
gift,5,0,Good
Buen juego,5,0,Good
"A lot of options, fun game",5,0,Good
早速やって、香港のアジア版と同じくらい、包装だけ違うんです…とにかく 良いです。,5,3,Good
Good product and good price,5,0,Good
Nuevo Sellado,5,0,Good
Amazing game. Definitly worth your money!,5,0,Good
magnificent purchase,5,One,Good
Good delivery time and no scratches,5,0,Good
Great just ljus on ps3 almost the exact same game.,5,0,Good
Juegazo!!,5,0,Good
以前はps3の字幕版をプレイしていました正直自由すぎて何をしていいのかわからず人も隔離鯖のせいかいまいち盛り上がりに欠け(特に野良だと)プレイしなくなっていました。<br><br>しかしps4版がでてこれを機に北米版を買ってプレイしてみて正解でした<br>マッチングには困らないしなにより隔離鯖ではないのでこれからいろんな人と接していろんな楽しみを見つけながらプレイできると思うとワクワクします。<br>せっかくのモンスターゲームなので隔離鯖ではもったいないです是非北米版を,5,3,Good
Todo perfecto,5,0,Good
great,5,0,Good
Even better on PS4. Definitely for Mature audiences.,5,0,Good
BEST!,5,0,Good
Excelente juego,5,0,Good
Excelente,5,0,Good
one of the best that can exist.,5,0,Good
I LOVE this game since the release of liberty city,5,0,Good
There is no word that can describe this game.,5,0,Good
👍🏼,5,0,Good
great fun game,5,0,Good
I'm satisfied with this purchase.,5,0,Good
Everything cool! Thanks very much!,5,0,Good
Todo salió bien,5,0,Good
Brand new,5,0,Good
"Como siempre, un juego que te entretiene por horas y me gusta mucho, además de que lo conseguí en un excelente precio",5,0,Good
Husband loves this game,5,0,Good
Very interesting game. It looks real.,5,0,Good
Perfect Conditions!,5,0,Good
GTA 5 is a great game for all gamers.,5,0,Good
Amazing open world experience,5,0,Good
